"store","websites","attribute_set","type","category_ids","url","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","gift_message_available","rrp","price","special_price","cost","weight","status","tax_class_id","visibility","enable_googlecheckout","is_recurring","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","stock_due_date","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","use_config_qty_increments","qty_increments","use_config_enable_qty_increments","enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","stock_level"
"freeborn","base","Default","simple","5,32,151,189,380,382,886,893,922","http://dev.freeborn.co.uk/shimano-saint-m810-m815-single-crank-arms?___store=freeborn","FCM820A","1","Shimano Saint M820 / M825 Single Crank Arms","Shimano Saint M810 / M815 Single Crank Arms","Shimano Saint M810 / M815 Single Crank Arms","/f/c/fcm825a.jpg","/f/c/fcm825a.jpg","/f/c/fcm825a.jpg","shimano-saint-m810-m815-single-crank-arms","shimano-saint-m810-m815-single-crank-arms","","No layout updates","Block after Info Column","","","","Use config","","189.9900","151.9900","","0.1000","Enabled","Taxable Goods","Catalog, Search","Yes","No","Gravity riding has progressed with bikes being lighter and trails getting faster. Saint has evolved with this providing a stiff, strong and durable HollowTech II crank set reinforced in all the ways that most extreme chainsets are not.

These industry leading HollowTech II cold forged hollow crank arms have evolved to increase rigidity, reduce weight, and improve strength.

Saint HollowTech II integrated bottom bracket design uses a wide bearing placement and a large axle diameter for increased stiffness and efficiency combined with longer bearing cup threads for added durability.

Reinforced Pedal and crank arm interface with T-nut style steel threaded bushing.

Crank arm profile gives excellent ankle clearance, while increasing rock clearance by removing unneeded material from the end of the crank arm.

Available as a double chainset, for either 68/73 mm or 83 mm frame sizes.

M810 - 68/73mm bottom bracket shell sizes.
M815 - 83mm bottom bracket shell size.

Single chainring available with in a choice of sizes: 34, 36, 38, 40, 42 tooth.

Weight including bottom bracket: 1010 g for 175 mm, 38T.

h2. Price Beat

In the unlikely event that you find a cheaper price, for the same product, we'll not only match the price but actually beat it !

Please see our price beat conditions in the <a href=""/info#price-beat-conditions"">Info</a> section.","These industry leading HollowTech II cold forged hollow crank arms have evolved to increase rigidity, reduce weight, and improve strength.
","Shimano Saint M810 / M815 Single Crank Arms","","2010-03-04 00:00:00","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","2015-03-24 16:15:48","","1","0","1","0","1","0.0000","1","0","Shimano Saint M820 / M825 Single Crank Arms","1","simple","","",""
